date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:22	97159/97159	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:04%20GMT	https://themes.muffingroup.com/be/mechanic/about-us/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/about-us/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:22	95627/95627	---M--	200	added ('OK')	image/jpeg	etag:%221758b-50e3044db6000%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/home_mechanic_slide_bg.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/home_mechanic_slide_bg.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:22	93929/93929	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:06%20GMT	https://themes.muffingroup.com/be/mechanic/clients/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/clients/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:22	93596/93596	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:06%20GMT	https://themes.muffingroup.com/be/mechanic/contact-us/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/contact-us/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:23	95307/95307	---M--	200	added ('OK')	image/jpeg	etag:%221744b-50e304e64c800%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/home_mechanic_video.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/home_mechanic_video.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:23	95571/95571	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:06%20GMT	https://themes.muffingroup.com/be/mechanic/portfolio-item/pellentesque-malesuada-fames-2/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/portfolio-item/pellentesque-malesuada-fames-2/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:23	294955/294955	---M--	200	added ('OK')	image/jpeg	etag:%224802b-50e1bde4c4700%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_1.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_1.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:23	213502/213502	---M--	200	added ('OK')	image/jpeg	etag:%22341fe-50e1bde4c4700%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_1-1200x800.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_1-1200x800.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:24	96762/96762	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:06%20GMT	https://themes.muffingroup.com/be/mechanic/portfolio-item/proin-dui-sodales-sapien-luctus-2/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/portfolio-item/proin-dui-sodales-sapien-luctus-2/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:24	356589/356589	---M--	200	added ('OK')	image/jpeg	etag:%22570ed-50e1bde6acb80%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_2.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_2.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:24	256969/256969	---M--	200	added ('OK')	image/jpeg	etag:%223ebc9-50e1bde6acb80%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_2-1200x800.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_2-1200x800.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:24	186315/186315	---M--	200	added ('OK')	image/jpeg	etag:%222d7cb-50e1bde7a0dc0%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_3.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_3.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:25	96802/96802	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:06%20GMT	https://themes.muffingroup.com/be/mechanic/portfolio-item/nunc-dolor-sed-laoreet-urna-2/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/portfolio-item/nunc-dolor-sed-laoreet-urna-2/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:25	134864/134864	---M--	200	added ('OK')	image/jpeg	etag:%2220ed0-50e1bde7a0dc0%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_3-1200x800.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_3-1200x800.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:25	213880/213880	---M--	200	added ('OK')	image/jpeg	etag:%2234378-50e1bde895000%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_4.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_4.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:25	96788/96788	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:03:03%20GMT	https://themes.muffingroup.com/be/mechanic/portfolio-item/cum-sociis-natoque-penatibus-2/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/portfolio-item/cum-sociis-natoque-penatibus-2/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:26	159907/159907	---M--	200	added ('OK')	image/jpeg	etag:%22270a3-50e1bde989240%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_4-1200x800.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_4-1200x800.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:26	95787/95787	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2010:46:04%20GMT	https://themes.muffingroup.com/be/mechanic/portfolio-item/vivamus-malesuada-fames-ac-2/	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/portfolio-item/vivamus-malesuada-fames-ac-2/index.html	(from https://themes.muffingroup.com/be/mechanic/)
15:49:26	277253/277253	---M--	200	added ('OK')	image/jpeg	etag:%2243b05-50e1bdea7d480%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_5.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_5.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:27	3281/3281	---M--	200	added ('OK')	image/png	etag:%22cd1-50e1833e1e700%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_1-145x75.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_1-145x75.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:27	2610/2610	---M--	200	added ('OK')	image/png	etag:%22a32-50e1833e1e700%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_2-145x75.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_2-145x75.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:28	200486/200486	---M--	200	added ('OK')	image/jpeg	etag:%2230f26-50e1bdea7d480%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_5-1200x800.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2014/05/mechanic_blog_5-1200x800.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:28	4352/4352	---M--	200	added ('OK')	image/png	etag:%221100-50e1833e1e700%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_3-145x75.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_3-145x75.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:28	3804/3804	---M--	200	added ('OK')	image/png	etag:%22edc-50e1833f12940%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_4-145x75.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_4-145x75.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:29	3855/3855	---M--	200	added ('OK')	image/png	etag:%22f0f-50e1833f12940%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_5-145x75.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_5-145x75.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:29	3323/3323	---M--	200	added ('OK')	image/png	etag:%22cfb-50e1833f12940%22	https://themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_6-145x75.png	C:/Users/Flo/Desktop/mywebsites/testumair1/themes.muffingroup.com/be/mechanic/wp-content/uploads/2015/02/client_6-145x75.png	(from https://themes.muffingroup.com/be/mechanic/)
15:49:30	5464/5464	---M--	200	added ('OK')	image/jpeg	etag:%221558-550a7d81b6255%22	https://muffingroup.com/themeforest_images/betheme/demo/theme.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/theme.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:31	5843/5843	---M--	200	added ('OK')	image/jpeg	etag:%2216d3-5926bf72e27be%22	https://muffingroup.com/themeforest_images/betheme/demo/spa4.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/spa4.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:31	6549/6549	---M--	200	added ('OK')	image/jpeg	etag:%221995-5926bf72f121d%22	https://muffingroup.com/themeforest_images/betheme/demo/hosting3.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/hosting3.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:32	7839/7839	---M--	200	added ('OK')	image/jpeg	etag:%221e9f-591e092c89af7%22	https://muffingroup.com/themeforest_images/betheme/demo/video3.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/video3.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:32	7658/7658	---M--	200	added ('OK')	image/jpeg	etag:%221dea-591e092c781b8%22	https://muffingroup.com/themeforest_images/betheme/demo/marathon.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/marathon.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:32	6058/6058	---M--	200	added ('OK')	image/jpeg	etag:%2217aa-59155a4789ea6%22	https://muffingroup.com/themeforest_images/betheme/demo/taxi2.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/taxi2.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:32	8178/8178	---M--	200	added ('OK')	image/jpeg	etag:%221ff2-59155a47ee7fe%22	https://muffingroup.com/themeforest_images/betheme/demo/boxing.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/boxing.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:33	6126/6126	---M--	200	added ('OK')	image/jpeg	etag:%2217ee-590c5cbe17fce%22	https://muffingroup.com/themeforest_images/betheme/demo/webinar.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/webinar.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:33	9075/9075	---M--	200	added ('OK')	image/jpeg	etag:%222373-590c5cbdac917%22	https://muffingroup.com/themeforest_images/betheme/demo/factory2.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/factory2.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:33	11452/11452	---M--	200	added ('OK')	image/jpeg	etag:%222cbc-5903b26171a0b%22	https://muffingroup.com/themeforest_images/betheme/demo/seajourney.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/seajourney.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:33	5629/5629	---M--	200	added ('OK')	image/jpeg	etag:%2215fd-5903b261554ee%22	https://muffingroup.com/themeforest_images/betheme/demo/print3.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/print3.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:34	7309/7309	---M--	200	added ('OK')	image/jpeg	etag:%221c8d-58fadc025b071%22	https://muffingroup.com/themeforest_images/betheme/demo/app5.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/app5.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:34	5746/5746	---M--	200	added ('OK')	image/jpeg	etag:%221672-58fadc024a6d2%22	https://muffingroup.com/themeforest_images/betheme/demo/biker3.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/biker3.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:34	10357/10357	---M--	200	added ('OK')	image/jpeg	etag:%222875-58f23a2d4a20f%22	https://muffingroup.com/themeforest_images/betheme/demo/honey.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/honey.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:34	6488/6488	---M--	200	added ('OK')	image/jpeg	etag:%221958-58f23a2d2ec92%22	https://muffingroup.com/themeforest_images/betheme/demo/cleaner2.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/cleaner2.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:35	5889/5889	---M--	200	added ('OK')	image/jpeg	etag:%221701-58ecddcd7884c%22	https://muffingroup.com/themeforest_images/betheme/demo/ebook2.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/ebook2.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:35	10345/10345	---M--	200	added ('OK')	image/jpeg	etag:%222869-58ecddcd8c0ca%22	https://muffingroup.com/themeforest_images/betheme/demo/festival.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/festival.jpg	(from https://themes.muffingroup.com/be/mechanic/)
15:49:35	8648/8648	---M--	200	added ('OK')	image/jpeg	etag:%2221c8-58e44ac5e7158%22	https://muffingroup.com/themeforest_images/betheme/demo/garden4.jpg	C:/Users/Flo/Desktop/mywebsites/testumair1/muffingroup.com/themeforest_images/betheme/demo/garden4.jpg	(from https://themes.muffingroup.com/be/mechanic/)
